AC
Seasonality_Index_January,1.056542600894106
Seasonality_Index_February,1.035200911897581
Seasonality_Index_March,1.0033269667680556
Seasonality_Index_April,0.9723773737949825
Seasonality_Index_May,0.9538366312315255
Seasonality_Index_June,0.9711926294169719
Seasonality_Index_July,0.9333042084815721
Seasonality_Index_August,0.9697618224979192
Seasonality_Index_September,1.0081724788416289
Seasonality_Index_October,1.0185387220220514
Seasonality_Index_November,1.0314920208171954
Seasonality_Index_December,1.0439122431189913
