Component_1,Component_2,Component_3,Component_4,Component_5,Component_6
4.28766234142453,-2.10873877177739,-0.2218786387510121,1.1113254084416888,-0.6210322374196434,0.5335424999542323
-1.8551122220298044,-2.5359129975532664,1.287321381134711,-0.0382738831139948,-0.636664295791774,-3.1234971313376563
-1.6456420135085932,-1.238429927669788,-0.1600238661731096,1.4732137512347927,0.9645075774075138,0.08125585118937784
-2.1403265118426744,-1.1003428353092997,-1.1645260408890283,0.7083359137866777,0.48438818190878324,1.0774325230857533
-1.7570657235497011,-2.2007860688808387,0.7611095326749858,1.6134420625210717,0.07468937441407292,0.08778460275586385
-1.749807034855079,-0.8122371700004256,-1.2054562318527708,1.6955257183387944,-0.9260503762551564,-0.29277537649390545
-1.1513541028297216,1.6344534621790683,-0.29569020911221744,-0.5658938321278364,-0.21257185230670841,0.39970020520773514
-2.3433872758721543,-0.4632585636994264,-0.6382198276503426,-3.7127475783064474,0.5421388453080375,0.6695559868209263
-1.3098720463140248,2.024676293566765,-0.8765798337107858,-0.7888385430097236,-0.4375101983111475,-0.40645509469446395
-1.7703806521290997,4.244352810660723,-1.478480863160881,-0.26062034707518655,-1.096533617929809,-0.30456369789958065
-1.639834938418862,1.600310214346451,1.6557153652641012,1.4056465228507586,-1.2767435735167223,0.623293303838571
-1.565873794859961,-2.14546538434934,3.924045616228966,2.894333230391491,0.8703636475939597,0.9538160702609638
-1.9570448643003848,3.1788298667110886,1.0020432043026561,0.7710405703009832,1.0627524947504223,0.12645888396871321
-1.7373573049148612,1.2061710291306451,1.500570371176331,-0.3993710033584163,-3.0997318906974662,0.17804544061369945
15.389401468719774,0.23479298549215777,1.3035560683840017,-0.07803202208929107,-0.7057212787795967,-0.42299102387890575
2.7495658244921795,-0.3621328463084604,-0.1502941990889555,-0.922301719924889,0.07778480299225253,2.046268989614683
-0.19502977937748417,3.81875943958855,0.5767298463868447,0.5239201590074322,1.336575670660705,1.0036349653014365
0.04860060933641157,-0.41491981914257575,-0.3444304559443466,-0.06973155558004113,-1.801338757204536,-0.34829192730313396
-1.8666823153606957,-3.680159875634084,-0.6733184535625282,0.02738161571226415,2.120287761069321,-0.3543764481529938
-2.1004899589675516,-0.375746933819218,-2.7469191556265087,0.44673227164464197,-0.6607893412011253,0.6225429049413279
-1.6810141645002277,1.9964830917969054,-0.44397958910709207,0.07270952437682697,0.14930416981707026,0.5765330487952703
0.7185528831400251,2.068143489802947,-0.5046310552200349,-0.4107576666507682,0.0036465498806584236,-0.15039450539951318
-2.0955816537652376,-3.0640005080982085,3.5696659798582804,-4.420136155606121,-0.011171592526550898,0.7179876268908886
-1.6052750674523377,-1.7041895590910205,0.42875343914373054,0.6919149179975468,-1.1673844207342632,-0.40137546352269715
-1.8006786775897248,4.91864157880929,2.0867149936561313,-0.22711535583309983,2.0718496809732407,-1.8382274896571613
5.953855932129424,-0.7584929746823664,-1.5536408439404614,0.3990623157329925,1.0426488703093761,-0.13784788376240462
-1.2790987454719875,-1.1612535927493992,-2.149732941060669,0.1449548825943148,0.2682502456530986,-0.2598761973156953
-1.9656630869388982,-2.027912324116247,-1.6073361150337893,-0.11803551253439161,0.422682357638411,-0.43408737476388304
9.26062021554936,0.32327001938872096,-0.5999476752581916,-0.6096980176583005,0.8696196946226717,-0.32785741749119635
-1.1956873399426393,-1.0949041285919523,-1.2811398030680268,-1.357985672063769,0.2917535076748972,-0.8952358715662514
